;id;DS.chainage;velocity;len(DS.densified_wl_by_regr_itpd);len(DS.upstream_adjacent_vs);mean_bias;mean_uncrt;mean_rmse_sum;rmse_reg;rmse_raw;rmse_cval;rmse_daily;rmse_srd;nse_reg;nse_raw;nse_cval;nse_daily;nse_srd
1322;41866;234513,3393847275;0,88;532;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1508;0,1669;0,0331;0,0939;0,0618;0,969;0,962;0,9985;0,988;0,9946
1323;41866;234513,3393847275;0,92;532;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1506;0,1669;0,0334;0,0935;0,0618;0,969;0,962;0,9985;0,9881;0,9946
1324;41866;234513,3393847275;0,96;532;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1511;0,1669;0,0336;0,094;0,0618;0,9688;0,962;0,9985;0,9879;0,9946
1325;41866;234513,3393847275;1,0;532;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,151;0,1669;0,0336;0,0943;0,0618;0,9689;0,962;0,9985;0,9879;0,9946
1326;41866;234513,3393847275;1,04;532;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1521;0,1669;0,0334;0,0948;0,0618;0,9684;0,962;0,9985;0,9878;0,9946
1327;41866;234513,3393847275;1,08;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1519;0,1669;0,0335;0,0952;0,0618;0,9685;0,962;0,9985;0,9877;0,9946
1328;41866;234513,3393847275;1,12;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1517;0,1669;0,0337;0,0954;0,0618;0,9686;0,962;0,9984;0,9876;0,9946
1329;41866;234513,3393847275;1,16;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1541;0,1669;0,0341;0,0983;0,0618;0,9676;0,962;0,9984;0,9869;0,9946
1330;41866;234513,3393847275;1,2;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1539;0,1669;0,0341;0,0982;0,0618;0,9677;0,962;0,9984;0,987;0,9946
1331;41866;234513,3393847275;1,24;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1553;0,1669;0,0347;0,0997;0,0618;0,9671;0,962;0,9984;0,9865;0,9946
1332;41866;234513,3393847275;1,28;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1557;0,1669;0,0347;0,1004;0,0618;0,9669;0,962;0,9984;0,9864;0,9946
1333;41866;234513,3393847275;1,32;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1557;0,1669;0,0347;0,1004;0,0618;0,9669;0,962;0,9984;0,9864;0,9946
1334;41866;234513,3393847275;1,36;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1529;0,1669;0,0352;0,0956;0,0618;0,9681;0,962;0,9983;0,9875;0,9946
1335;41866;234513,3393847275;1,4;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1543;0,1669;0,0353;0,0968;0,0618;0,9675;0,962;0,9983;0,9871;0,9946
1336;41866;234513,3393847275;1,44;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1546;0,1669;0,0357;0,0972;0,0618;0,9674;0,962;0,9983;0,9871;0,9946
1337;41866;234513,3393847275;1,48;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1551;0,1669;0,0356;0,0971;0,0618;0,9672;0,962;0,9983;0,987;0,9946
1338;41866;234513,3393847275;1,52;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1552;0,1669;0,0355;0,0974;0,0618;0,9671;0,962;0,9983;0,9869;0,9946
