;id_vs;vs_chain;dt;gauge_up;dist_up;gauge_down;dist_down;lag;vs_wl;up_wl;uncertainty;g_anom;vs_anom;bias
0;959;151007.9932845142;2023-07-31 04:37:24;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;11.88;;0.25;;-1.13859375;
1;959;151007.9932845142;2023-08-26 10:19:56;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.07;;0.05;;-0.9485937500000006;
2;959;151007.9932845142;2023-09-05 08:42:14;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.45;;0.08;;-0.5685937500000016;
3;959;151007.9932845142;2023-09-16 07:05:02;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.0;;0.07;;-1.0185937500000009;
4;959;151007.9932845142;2023-10-01 18:52:37;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.01;;0.21;;-1.008593750000001;
5;959;151007.9932845142;2023-10-07 03:50:03;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;11.95;;0.06;;-1.0685937500000016;
6;959;151007.9932845142;2023-10-11 17:14:44;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.01;;0.1;;-1.008593750000001;
7;959;151007.9932845142;2023-10-22 15:37:42;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.1;;0.24;;-0.9185937500000012;
8;959;151007.9932845142;2023-11-06 22:57:27;152140050.0;178090.7277092589;152140060.0;144580.13332013937;9.934684181087544;12.43;1.75;0.06;-0.536279069767442;-0.5885937500000011;0.05231468023255914
9;959;151007.9932845142;2023-11-12 12:22:47;152140050.0;178090.7277092589;152140060.0;144580.13332013937;6.623122787391696;12.82;2.14;0.07;-0.14627906976744187;-0.19859375000000057;0.0523146802325587
10;959;151007.9932845142;2023-11-27 19:42:32;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;13.39;2.79;0.09;0.503720930232558;0.3714062499999997;0.13231468023255832
11;959;151007.9932845142;2023-12-03 09:07:53;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;13.17;;0.13;;0.15140624999999908;
12;959;151007.9932845142;2023-12-08 18:05:19;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;13.0;;0.14;;-0.018593750000000853;
13;959;151007.9932845142;2023-12-13 07:29:58;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;13.19;;0.13;;0.17140624999999865;
14;959;151007.9932845142;2023-12-18 16:27:35;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;13.68;;0.1;;0.6614062499999989;
15;959;151007.9932845142;2023-12-29 14:50:25;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;14.51;;0.08;;1.491406249999999;
16;959;151007.9932845142;2024-01-03 04:15:05;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;14.43;;0.09;;1.4114062499999989;
17;959;151007.9932845142;2024-01-14 02:38:02;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;14.39;;0.08;;1.3714062499999997;
18;959;151007.9932845142;2024-01-19 11:35:30;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;13.96;;0.08;;0.94140625;
19;959;151007.9932845142;2024-01-24 01:00:10;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;13.76;;0.09;;0.7414062499999989;
20;959;151007.9932845142;2024-01-29 09:57:48;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;13.92;;0.13;;0.9014062499999991;
21;959;151007.9932845142;2024-02-03 23:23:08;152140050.0;178090.7277092589;152140060.0;144580.13332013937;20.973222160073703;13.94;3.32;0.1;1.0337209302325578;0.9214062499999986;0.1123146802325592
22;959;151007.9932845142;2024-02-09 08:20:35;152140050.0;178090.7277092589;152140060.0;144580.13332013937;5.51926898949308;14.11;3.41;0.12;1.1237209302325581;1.0914062499999986;0.03231468023255957
23;959;151007.9932845142;2024-02-13 21:45:15;152140050.0;178090.7277092589;152140060.0;144580.13332013937;11.03853797898616;14.46;3.89;0.18;1.6037209302325581;1.44140625;0.16231468023255813
24;959;151007.9932845142;2024-02-19 06:42:53;152140050.0;178090.7277092589;152140060.0;144580.13332013937;27.044418048516093;14.69;4.02;0.09;1.7337209302325576;1.6714062499999986;0.06231468023255893
25;959;151007.9932845142;2024-02-24 20:08:13;152140050.0;178090.7277092589;152140060.0;144580.13332013937;1.655780696847924;14.5;3.8;0.11;1.5137209302325578;1.4814062499999991;0.03231468023255868
26;959;151007.9932845142;2024-03-01 05:05:40;152140050.0;178090.7277092589;152140060.0;144580.13332013937;3.311561393695848;14.43;3.67;0.21;1.383720930232558;1.4114062499999989;0.02768531976744093
27;959;151007.9932845142;2024-03-05 18:30:20;152140050.0;178090.7277092589;152140060.0;144580.13332013937;3.311561393695848;14.18;3.56;0.2;1.273720930232558;1.1614062499999989;0.1123146802325592
28;959;151007.9932845142;2024-03-11 03:27:56;152140050.0;178090.7277092589;152140060.0;144580.13332013937;5.51926898949308;13.78;3.2;0.11;0.9137209302325582;0.7614062499999985;0.15231468023255967
29;959;151007.9932845142;2024-03-26 15:15:23;152140050.0;178090.7277092589;152140060.0;144580.13332013937;4.415415191594464;13.43;2.66;0.1;0.37372093023255815;0.41140624999999886;0.03768531976744072
30;959;151007.9932845142;2024-04-16 12:00:29;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.89;;0.09;;-0.12859375000000028;
31;959;151007.9932845142;2024-04-21 20:58:06;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.78;;0.1;;-0.2385937500000015;
32;959;151007.9932845142;2024-04-27 10:23:26;152140050.0;178090.7277092589;152140060.0;144580.13332013937;0.0;12.84;;0.09;;-0.178593750000001;
33;959;151007.9932845142;2024-05-02 19:20:52;152140050.0;178090.7277092589;152140060.0;144580.13332013937;22.62900285692163;12.74;1.9;0.17;-0.3862790697674421;-0.27859375000000064;0.10768531976744145
34;959;151007.9932845142;2024-05-18 07:08:31;152140050.0;178090.7277092589;152140060.0;144580.13332013937;5.51926898949308;12.19;1.37;0.07;-0.9162790697674419;-0.8285937500000014;0.08768531976744054
35;959;151007.9932845142;2024-05-23 16:05:57;152140050.0;178090.7277092589;152140060.0;144580.13332013937;13.7981724737327;12.18;1.29;0.11;-0.996279069767442;-0.8385937500000011;0.15768531976744082
36;959;151007.9932845142;2024-06-13 12:51:03;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;12.34;1.57;0.08;-0.7162790697674419;-0.678593750000001;0.03768531976744094
37;959;151007.9932845142;2024-06-23 11:13:19;152140050.0;178090.7277092589;152140060.0;144580.13332013937;6.623122787391696;12.17;1.34;0.07;-0.9462790697674419;-0.8485937500000009;0.09768531976744099
38;959;151007.9932845142;2024-07-04 09:36:05;152140050.0;178090.7277092589;152140060.0;144580.13332013937;10.486611080036852;12.12;1.31;0.07;-0.9762790697674419;-0.8985937500000016;0.07768531976744031
39;959;151007.9932845142;2024-07-14 07:58:23;152140050.0;178090.7277092589;152140060.0;144580.13332013937;1.655780696847924;12.17;1.34;0.16;-0.9462790697674419;-0.8485937500000009;0.09768531976744099
40;959;151007.9932845142;2024-07-19 21:23:44;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;12.4;1.5;0.3;-0.786279069767442;-0.6185937500000005;0.1676853197674415
41;959;151007.9932845142;2024-07-25 06:21:11;152140050.0;178090.7277092589;152140060.0;144580.13332013937;7.175049686341004;12.17;1.28;0.14;-1.006279069767442;-0.8485937500000009;0.15768531976744105
42;959;151007.9932845142;2024-08-09 18:08:49;152140050.0;178090.7277092589;152140060.0;144580.13332013937;7.175049686341004;12.12;1.24;0.19;-1.046279069767442;-0.8985937500000016;0.14768531976744037
43;959;151007.9932845142;2024-08-19 16:30:55;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;11.83;0.98;0.13;-1.306279069767442;-1.1885937500000008;0.11768531976744123
44;959;151007.9932845142;2024-08-25 01:28:31;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;12.26;1.48;0.1;-0.806279069767442;-0.7585937500000011;0.04768531976744095
45;959;151007.9932845142;2024-08-30 14:53:54;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;12.16;1.35;0.07;-0.9362790697674419;-0.8585937500000007;0.0776853197674412
46;959;151007.9932845142;2024-09-09 13:16:01;152140050.0;178090.7277092589;152140060.0;144580.13332013937;3.8634882926451564;11.85;0.94;0.09;-1.346279069767442;-1.1685937500000012;0.17768531976744084
47;959;151007.9932845142;2024-09-20 11:39:00;152140050.0;178090.7277092589;152140060.0;144580.13332013937;7.726976585290313;14.25;3.8;0.13;1.5137209302325578;1.2314062499999991;0.2823146802325587
48;959;151007.9932845142;2024-09-30 10:01:09;152140050.0;178090.7277092589;152140060.0;144580.13332013937;23.732856654820246;15.33;5.12;0.09;2.833720930232558;2.311406249999999;0.5223146802325589
49;959;151007.9932845142;2024-10-11 08:24:05;152140050.0;178090.7277092589;152140060.0;144580.13332013937;18.213587665327164;13.71;3.0;0.13;0.713720930232558;0.69140625;0.022314680232558004
50;959;151007.9932845142;2024-10-16 17:21:33;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;13.38;2.68;0.13;0.39372093023255816;0.36140624999999993;0.032314680232558235
51;959;151007.9932845142;2024-10-21 06:46:13;152140050.0;178090.7277092589;152140060.0;144580.13332013937;6.623122787391696;13.12;2.44;0.19;0.15372093023255795;0.10140624999999837;0.052314680232559585
52;959;151007.9932845142;2024-10-26 15:43:49;152140050.0;178090.7277092589;152140060.0;144580.13332013937;4.415415191594464;13.05;2.19;0.23;-0.09627906976744205;0.03140624999999986;0.1276853197674419
53;959;151007.9932845142;2024-11-01 05:09:09;152140050.0;178090.7277092589;152140060.0;144580.13332013937;6.0711958884423884;12.78;1.97;0.08;-0.316279069767442;-0.2385937500000015;0.07768531976744053
54;959;151007.9932845142;2024-11-06 14:06:37;152140050.0;178090.7277092589;152140060.0;144580.13332013937;4.415415191594464;12.68;1.92;0.18;-0.36627906976744207;-0.33859375000000114;0.02768531976744093
55;959;151007.9932845142;2024-11-16 12:28:53;152140050.0;178090.7277092589;152140060.0;144580.13332013937;7.175049686341004;12.47;1.74;0.06;-0.546279069767442;-0.5485937500000002;0.0023146802325582083
56;959;151007.9932845142;2024-11-22 01:54:15;152140050.0;178090.7277092589;152140060.0;144580.13332013937;6.623122787391696;12.58;1.73;0.12;-0.556279069767442;-0.4385937500000008;0.11768531976744123
57;959;151007.9932845142;2024-11-27 10:51:42;152140050.0;178090.7277092589;152140060.0;144580.13332013937;7.726976585290313;12.68;1.88;0.12;-0.4062790697674421;-0.33859375000000114;0.06768531976744097
58;959;151007.9932845142;2024-12-02 00:16:21;152140050.0;178090.7277092589;152140060.0;144580.13332013937;10.486611080036852;12.68;1.91;0.18;-0.3762790697674421;-0.33859375000000114;0.03768531976744094
59;959;151007.9932845142;2024-12-07 09:13:58;152140050.0;178090.7277092589;152140060.0;144580.13332013937;7.726976585290313;12.91;2.13;0.14;-0.1562790697674421;-0.10859375000000071;0.04768531976744139
60;959;151007.9932845142;2024-12-12 22:39:19;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.830830383188928;12.93;2.12;0.15;-0.1662790697674419;-0.08859375000000114;0.07768531976744075
61;959;151007.9932845142;2024-12-18 07:36:46;152140050.0;178090.7277092589;152140060.0;144580.13332013937;8.27890348423962;12.89;2.16;0.11;-0.12627906976744185;-0.12859375000000028;0.0023146802325584304
62;959;151007.9932845142;2024-12-22 21:01:25;152140050.0;178090.7277092589;152140060.0;144580.13332013937;6.623122787391696;13.01;2.24;0.12;-0.04627906976744178;-0.008593750000001066;0.03768531976744072
63;959;151007.9932845142;2024-12-28 05:59:03;152140050.0;178090.7277092589;152140060.0;144580.13332013937;7.175049686341004;12.89;2.18;0.19;-0.10627906976744184;-0.12859375000000028;0.022314680232558448
0;41520;127645.45737755185;2022-01-05 12:13:27;152140060.0;144580.13332013937;152140020.0;117077.88262549265;4.972984279417703;8.215;2.5;0.002;0.07523809523809488;0.1035700934579431;0.02833199821984822
1;41520;127645.45737755185;2022-01-15 10:12:03;152140060.0;144580.13332013937;152140020.0;117077.88262549265;9.393414750011216;8.25;2.76;0.0;0.33523809523809467;0.13857009345794324;0.19666800178015142
2;41520;127645.45737755185;2022-01-25 08:10:32;152140060.0;144580.13332013937;152140020.0;117077.88262549265;5.525538088241891;8.268;2.54;0.0;0.11523809523809492;0.15657009345794393;0.04133199821984901
3;41520;127645.45737755185;2022-02-04 06:09:08;152140060.0;144580.13332013937;152140020.0;117077.88262549265;6.078091897066081;8.481;;0.016;;0.3695700934579431;
4;41520;127645.45737755185;2022-02-14 04:07:36;152140060.0;144580.13332013937;152140020.0;117077.88262549265;0.0;8.785;;0.021;;0.6735700934579434;
5;41520;127645.45737755185;2022-02-24 02:06:08;152140060.0;144580.13332013937;152140020.0;117077.88262549265;0.0;9.076;;0.001;;0.9645700934579438;
6;41520;127645.45737755185;2022-03-06 00:04:37;152140060.0;144580.13332013937;152140020.0;117077.88262549265;5.525538088241891;9.016;3.48;0.007;1.0552380952380949;0.9045700934579433;0.1506680017801516
7;41520;127645.45737755185;2022-03-15 22:03:05;152140060.0;144580.13332013937;152140020.0;117077.88262549265;5.525538088241891;8.583;2.86;0.003;0.43523809523809476;0.47157009345794343;0.03633199821984867
8;41520;127645.45737755185;2022-03-25 20:01:41;152140060.0;144580.13332013937;152140020.0;117077.88262549265;4.420430470593513;8.168;2.47;0.0;0.04523809523809508;0.056570093457942505;0.011331998219847428
9;41520;127645.45737755185;2022-04-04 18:00:18;152140060.0;144580.13332013937;152140020.0;117077.88262549265;3.867876661769324;8.004;;0.006;;-0.1074299065420572;
10;41520;127645.45737755185;2022-04-14 15:58:58;152140060.0;144580.13332013937;152140020.0;117077.88262549265;0.0;8.055;;0.003;;-0.05642990654205704;
11;41520;127645.45737755185;2022-04-24 13:57:29;152140060.0;144580.13332013937;152140020.0;117077.88262549265;0.0;8.161;;0.013;;0.04957009345794283;
12;41520;127645.45737755185;2022-05-04 11:56:01;152140060.0;144580.13332013937;152140020.0;117077.88262549265;5.525538088241891;8.319;2.4;0.021;-0.024761904761905207;0.20757009345794408;0.2323319982198493
13;41520;127645.45737755185;2022-05-14 09:54:33;152140060.0;144580.13332013937;152140020.0;117077.88262549265;5.525538088241891;7.901;2.1;0.032;-0.32476190476190503;-0.21042990654205695;0.11433199821984807
14;41520;127645.45737755185;2022-05-24 07:53:04;152140060.0;144580.13332013937;152140020.0;117077.88262549265;6.63064570589027;7.8;1.74;0.058;-0.6847619047619051;-0.31142990654205693;0.3733319982198482
15;41520;127645.45737755185;2022-06-03 05:51:35;152140060.0;144580.13332013937;152140020.0;117077.88262549265;5.525538088241891;7.407;1.68;0.02;-0.7447619047619052;-0.7044299065420567;0.04033199821984845
16;41520;127645.45737755185;2022-06-13 03:50:06;152140060.0;144580.13332013937;152140020.0;117077.88262549265;6.078091897066081;7.265;1.55;0.002;-0.8747619047619051;-0.8464299065420571;0.028331998219847998
17;41520;127645.45737755185;2022-06-23 01:48:37;152140060.0;144580.13332013937;152140020.0;117077.88262549265;6.63064570589027;7.529;1.6;0.005;-0.824761904761905;-0.5824299065420568;0.2423319982198482
18;41520;127645.45737755185;2022-07-02 23:47:09;152140060.0;144580.13332013937;152140020.0;117077.88262549265;4.420430470593513;7.418;;0.071;;-0.6934299065420566;
19;41520;127645.45737755185;2022-07-12 21:45:42;152140060.0;144580.13332013937;152140020.0;117077.88262549265;0.0;7.204;;0.134;;-0.907429906542057;
20;41520;127645.45737755185;2022-07-22 19:44:13;152140060.0;144580.13332013937;152140020.0;117077.88262549265;0.0;7.138;;0.196;;-0.9734299065420569;
21;41520;127645.45737755185;2022-08-01 17:42:45;152140060.0;144580.13332013937;152140020.0;117077.88262549265;0.0;7.08;1.03;0.012;-1.394761904761905;-1.0314299065420567;0.3633319982198484
22;41520;127645.45737755185;2022-08-11 15:41:16;152140060.0;144580.13332013937;152140020.0;117077.88262549265;6.078091897066081;7.243;1.2;0.033;-1.2247619047619052;-0.8684299065420564;0.35633199821984873
23;41520;127645.45737755185;2022-08-21 13:39:48;152140060.0;144580.13332013937;152140020.0;117077.88262549265;4.972984279417703;7.217;1.14;0.095;-1.2847619047619052;-0.8944299065420571;0.3903319982198481
24;41520;127645.45737755185;2022-08-31 11:38:20;152140060.0;144580.13332013937;152140020.0;117077.88262549265;6.63064570589027;8.028;2.08;0.008;-0.34476190476190505;-0.08342990654205629;0.26133199821984876
